Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
34,,3.0,Material Topics,3-2,List of material topics,"REA's material topics are data privacy and cyber security, product quality and service, and risk and resilience.",,,,REA Group,2023.0,,,,73,73,,,,,,,,,,,,,,,,,,,,,
35,,3.0,Material Topics,3-3,Management of material topics,,Sustainable procurement consultancy,,,REA Group,2023.0,"In FY23, REA engaged a sustainability consultancy to assess and benchmark its current sustainable procurement practices in alignment with ISO 20400:2017 Sustainable Procurement. This assessment identified opportunities to embed sustainability into procurement decisions further and mitigate risks from the supply chain to create positive environmental impacts.",,,73,13,,,"Sustainability consultancy, sustainable procurement, procurement decision","8, 16","S, G",,,,,,,,,,,,,,,,
36,,3.0,Material Topics,3-3,Management of material topics,,Broker Platform,,,REA Group,2023.0,"REA Group's technology expertise backs Mortgage Choice brokers and has access to more than 35 lenders and thousands of loans via Broker Platform Ã¢ÂÂ REA's proprietary lending system. The Broker Platform records the customer's needs, objectives and financial circumstances to allow the broker to model different lending scenarios.",,,73,14,,,"Broker Platform, broker, lending scenario",8,S,,,,,,,,,,,,,,,,
37,,3.0,Material Topics,3-3,Management of material topics,,Broker Monitoing & Advice team,,,REA Group,2023.0,"In FY23, REA established a Broker Monitoring and Advice team focused on delivering the Broker Monitoring framework, which was enhanced to ensure the expanded broker network continues delivering the highest quality service to customers, which complies with the law and customer's expectations. The enhanced program leverages a data-driven, risk-based approach to monitoring file quality, providing greater compliance visibility concerning regulatory obligations.",,,73,14,,,"Broker Monitoring & Advice team, Broker Monitoring framework, quality service",8,S,,,,,,,,,,,,,,,,
38,,3.0,Material Topics,3-3,Management of material topics,,Automated Valuation Model,,,REA Group,2023.0,"Generative AI has enormous potential to unlock value for businesses. REA uses AI and Machine Learning to make predictions, classify images, derive market insights, power personalisation and create its Automated Valuation Model (AVM).",,,73,22,,,"Automated Valuation Model, generative AI, market insight","8, 9",S,,,,,,,,,,,,,,,,
39,,3.0,Material Topics,3-3,Management of material topics,,Generative AI Forum,,,REA Group,2023.0,"In FY23, REA established a Generative AI Forum dedicated to enabling REA to take advantage of the opportunities Generative AI presents to both enhance its products and data and to drive workforce productivity. The forum seeks to unlock the potential of Generative AI across REA's business in a safe, responsible manner.",,,73,22,,,"Generative AI Forum, generative AI, workforce productivity","8, 9",S,,,,,,,,,,,,,,,,
40,,3.0,Material Topics,3-3,Management of material topics,,REAx,,,REA Group,2023.0,"REAx is REA's dedicated team focused on innovation and accelerating the creation of next-generation marketplaces. REAx led the re-launch of property.com.au, which is focused on transforming the property research experience.",,,73,23,,,"REAx, innovation, next-generation marketplace","8, 9",S,,,,,,,,,,,,,,,,
41,,3.0,Material Topics,3-3,Management of material topics,,REAio,,,REA Group,2023.0,"REA's REAio hackathon is dedicated time for its people to explore new ideas, learn and teach. In FY23, REA held two events, bringing together 92 teams and ideas. The focus was on 'Changing the game' to uncover ideas that could disrupt the prop-tech sector and 'Artificial imagination', which provided a testing ground to explore the latest developments in generative AI.",,,73,24,,,"REAio, hackathon, generative AI","8, 9",S,,,,,,,,,,,,,,,,
42,,3.0,Material Topics,3-3,Management of material topics,,Housing.com enhancements,,,REA Group,2023.0,"REA India's housing.com is known for providing a best-in-class user browsing experience. The website's framework was updated with the latest tech stack, including React 18 and Linaria, to enhance user experience. REA India also completed search results (SRP) and home page migration, which saw a significant improvement in lighthouse scores.",,,73,24,,,"Housing.com, browsing experience, React 18","8, 9",S,,,,,,,,,,,,,,,,
43,,3.0,Material Topics,3-3,Management of material topics,,PropTrack,,,REA Group,2023.0,"REA's PropTrack focuses on creating innovative products that make a difference in customers' lives. It includes industry-leading software and apps such as REA's automated valuation model (AVM), one of the first AVM used by each of the big four banks in Australia, as well as the Desktop Valuation Tool, which brings property valuers a whole new way to assess properties. \t",,PropTrack,73,50,,,"PropTrack, automated valuation model, Desktop Valuation Tool","8, 9",S,,,,,,,,,,,,,,,,
