Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
66,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Principal tax planning,,,Aurizon,2023.0,"Broadly, principled tax planning includes ensuring operations, transactions, and funding are tax efficient; utilising tax concessions, where available; ensuring we make appropriate tax elections when given a choice under the tax law; ensuring tax positions adopted by our business are by parliamentary intention and guidance provided by the revenue authorities.",,,,75,,,"Energy Supply Agreement, Renewable Energy, Clean Energy","7, 13",G,,,,,,,,,,,,,,,,
67,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,,Tax Policy,,,Aurizon,2023.0,"Our Tax Policy prohibits conducting transactions for the specific purpose of obtaining a tax benefit. Our Tax team collaborates with business units to identify and mitigate tax risks. Tax positions adopted by our business are considered by our in-house qualified tax professionals, with material positions verified by external independent advice.",,,,75,,,"Emissions Reduction, Net-zero Emissions Target, Locomotive Fleet","7, 13",G,,,,,,,,,,,,,,,,
68,,207.0,Tax,207-04,Country-by-country reporting,"As we predominantly operate in Australia, we pay various taxes to federal and state governments and collect various tax payments on behalf of federal and state governments. We also pay taxes in the overseas jurisdictions we operate and report our international activities under the country-by-country reporting regime.",,,,Aurizon,2023.0,,,,,74,,,,,,,,,,,,,,,,,,,,,
69,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,302.0,Energy,302-01,Energy consumption within the organization,,Energy Efficiency Roadmap,,,Aurizon,2023.0,"We continue to make significant progress under our Facilities Energy Efficiency Roadmap, installing solar arrays and upgrading yard lighting with LED technology to improve energy efficiency. During FY2023, our total solar generation capacity reached 686 kilowatts (kW), exceeding our CSAP target of 525 kW by 2024. Total behind-the-meter solar generation capacity is planned to reach 1,158 kW during FY2024.",,,,"54, 81",,,"Solar Arrays, LED Lighting, Energy Efficiency","7, 13",E,,,,,,,,,,,,,,,,
73,,302.0,Energy,302-01,Energy consumption within the organization,,Energy Supply Agreement (ESA),,,Aurizon,2023.0,"In June 2022, Aurizon entered into an Energy Supply Agreement (ESA) with Queensland's clean energy retailer CleanCo Queensland to provide electricity to Aurizon Network for the next five years. Under the agreement, CleanCo will progressively ramp up to supply 25% renewable energy to Aurizon Network as a fixed block linked to generation from the following projects: Western Downs Green Energy Hub, a solar farm near Warwick (from January 2024), Kaban Green Energy Hub, a wind farm southwest of Cairns (from January 2024), Dulacca Renewable Energy Project, a wind farm west of Toowoomba (from July 2025).",,,,54,,,"Energy Supply Agreement, Renewable Energy, Clean Energy","7, 13",E,,,,,,,,,,,,,,,,
74,,302.0,Energy,302-01,Energy consumption within the organization,,Locomotive Efficiency Research,,,Aurizon,2023.0,"We have dedicated teams deploying immediate or near-term solutions to reduce emissions from our diesel locomotive fleet. At the same time, we advance the research necessary to achieve our 2050 net-zero emissions target. We have made significant progress in reducing the prolonged idling of our locomotives by using reliable starter battery solutions combined with Automatic Engine Stop Start functionality.",,,,53,,,"Emissions Reduction, Net-zero Emissions Target, Locomotive Fleet","7, 13",E,,,,,,,,,,,,,,,,
75,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
