Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
31,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Continuous Disclosure Policy,,,Mineral Resources,2023.0,"MinRes' Continuous Disclosure Policy states that the Managing Director, Executive General Manager Corporate Development and Company Secretary have been appointed as the Company's Disclosure Officers. The Disclosure Officers are responsible for all communication with the ASX Managing Director, Executive General Manager Corporate Development and Company Secretary. They are responsible for deciding what should be disclosed publicly under the Continuous Disclosure Policy.",,,Data sheet,,,23,"Continuous Disclosure Policy, Disclosure Officer, ASX Managing Director","16., 17","S, G",,,,,,,,,,,,,,,,
32,,2.0,General Disclosures,2-30,Collective bargaining agreements,"In 2023, 30% of MinRes' employees were covered by collective agreements.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
33,,3.0,Material Topics,3-1,Process to determine material topics,,Materiality assessment,,,Mineral Resources,2023.0,"MinRes conducts a materiality assessment and review to understand its material sustainability topics. In line with best practice, MinRes' materiality assessment applies GRI Principles to determine report content, undertaken annually to identify the most critical sustainability issues influencing its ability to create and maintain value in the short, medium and long term.",,,Data sheet,20,,,"Materiality assessment, material sustainability topic, report content",17,"E, S, G",,,,,,,,,,,,,,,,
34,,3.0,Material Topics,3-2,List of material topics,"MinRes' material topics are responsible supply chain, climate change, and value and performance.",,,,Mineral Resources,2023.0,,,,Data sheet,24,,,,,,,,,,,,,,,,,,,,,
35,,3.0,Material Topics,3-3,Management of material topics,,Your Voice,,,Mineral Resources,2023.0,"During FY23, MinRes conducted an employee engagement survey called Your Voice for the second year to gain insights into what matters most to its people. The Your Voice survey provided benchmark data on workplace culture, allowing MinRes to gather anonymous feedback and review trends and opportunities for improvement. The survey assessed 15 engagement factors, with over 3,100 employees (76 per cent) contributing to the results, which ranks above the industry participation benchmark.",,,Data sheet,106,,,"Your Voice, employee engagement survey, workplace culture","8, 17",S,,,,,,,,,,,,,,,,
36,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,"MinRes made AUD 1,512 million in revenues in 2023.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
37,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Climate Change Policy,,,Mineral Resources,2023.0,"The MinRes Climate Change Policy acknowledges its responsibility to address the impact of its operations on the natural environment and to drive action to reduce carbon intensity. The Policy outlines MinRes' commitment to managing its climate-related obligations, risks and opportunities as it operates within an increasingly carbon-constrained and changing climate.",,,Data sheet,161,,,"Climate Change Policy, natural environment, carbon intensity",13,E,,,,,,,,,,,,,,,,
38,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,MinRes has yet to disclose this information due to information unavailability.,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
39,,201.0,Economic Performance,201-04,Financial assistance received from government,MinRes has yet to disclose this information due to information unavailability.,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
40,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,MinRes has yet to disclose this information due to information unavailability.,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
41,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,MinRes has one Board member coming from Indigenous Australia.,,,,Mineral Resources,2023.0,,,,Data sheet,106,,,,,,,,,,,,,,,,,,,,,
42,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,2023 Resources Technology Showcase,,,Mineral Resources,2023.0,"MinRes delivered a unique event experience to 14,563 school children and students as a 2023 Resources Technology Showcase partner. The interactive MinRes activation brought to life the lithium world, showcasing how lithium is powering modern technology and future careers and guiding the world's transition to a cleaner energy future.",,,Data sheet,87,,,"2023 Resources Technology Showcase, lithium, future career",17,S,,,,,,,,,,,,,,,,
43,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Moorditj Yorga Scholarship,,,Mineral Resources,2023.0,"MinRes established an important values-based partnership with Curtin University in addition to MinRes' 2021 pledge to support the Moorditj Yorga Scholarship, which provides four scholarships per year for mature-aged Indigenous Australian women to attend Curtin University and complete a course of their choice.",,,Data sheet,93,,,"Moorditj Yorga Scholarship, Curtin University, Indigenous Australian",4,S,,,,,,,,,,,,,,,,
